vehicle_type,driver_age,driving_experience_yrs,gender,license_valid,helmet_or_seatbelt,alcohol_detected,mobile_phone_use,fatigue_score,vehicle_age_years,last_service_months,past_accident_count
E-Rickshaw,55,32,Male,1,0,0,1,0.419,16,0,0
Auto-Rickshaw,18,0,Female,1,0,1,0,0.113,22,28,1
Auto-Rickshaw,53,24,Male,1,1,0,0,0.5,19,1,1
Truck/HCV,18,0,Female,1,1,0,0,0.075,3,36,1
Two-Wheeler,24,1,Male,1,0,0,0,0.023,19,23,0
Truck/HCV,49,9,Female,1,0,0,0,0.236,18,3,0
Tempo,42,17,Female,1,0,0,0,0.102,9,17,0
Truck/HCV,62,0,Male,1,0,0,1,0.089,10,35,1
E-Rickshaw,54,18,Male,1,0,0,0,0.38,11,14,0
Tempo,65,27,Male,0,1,1,0,0.077,22,36,3
Tractor,45,0,Male,0,0,0,1,0.606,23,0,0
Tractor,61,26,Male,0,0,0,0,0.261,18,3,1
Truck/HCV,36,6,Male,1,0,0,0,0.097,12,20,1
Tractor,43,1,Male,1,1,0,0,0.156,9,1,0
Auto-Rickshaw,23,5,Male,1,1,1,0,0.083,17,16,2
Car/SUV,54,20,Male,0,0,0,0,0.339,6,6,0
Tractor,56,35,Male,1,1,1,1,0.134,4,13,1
Two-Wheeler,45,2,Male,1,1,0,1,0.111,10,30,0
Auto-Rickshaw,52,28,Other,1,0,0,0,0.455,1,7,0
Bus,43,14,Male,0,1,0,0,0.378,9,18,0
Auto-Rickshaw,58,1,Male,1,1,0,0,0.092,21,17,1
Tempo,63,1,Male,0,0,0,0,0.03,9,17,1
Truck/HCV,29,10,Male,1,1,0,0,0.295,16,22,0
Truck/HCV,19,1,Male,1,0,0,1,0.173,10,3,0
Truck/HCV,27,9,Male,1,1,0,0,0.169,20,5,2
Tractor,40,2,Female,1,1,0,0,0.13,11,26,0
Truck/HCV,53,8,Male,1,1,1,0,0.107,6,26,1
Bus,62,20,Male,1,1,0,1,0.301,3,30,0
Bus,63,15,Male,1,0,0,0,0.22,23,14,0
E-Rickshaw,57,8,Male,1,1,0,0,0.193,15,25,1
Tractor,60,13,Male,0,1,0,0,0.388,19,25,0
Bus,64,27,Male,1,0,0,0,0.651,23,32,0
Two-Wheeler,53,17,Male,0,1,0,1,0.665,19,4,1
Auto-Rickshaw,28,10,Male,1,1,0,0,0.443,1,4,0
Tractor,38,14,Male,0,0,0,0,0.111,3,30,3
Bus,35,7,Male,1,0,0,0,0.071,18,7,0
Tempo,49,7,Female,1,1,0,0,0.139,16,8,2
Car/SUV,60,31,Female,1,0,0,0,0.15,10,4,1
Bus,27,9,Male,1,1,0,0,0.345,10,21,3
Tempo,27,9,Male,0,1,1,0,0.125,17,21,1
Bus,37,5,Male,1,0,0,1,0.096,10,13,1
Auto-Rickshaw,44,14,Male,1,0,0,0,0.289,2,34,0
E-Rickshaw,60,14,Male,0,1,1,1,0.181,3,36,2
Two-Wheeler,56,14,Male,1,0,0,0,0.022,18,10,2
Tempo,35,14,Male,1,0,0,1,0.119,16,4,0
Two-Wheeler,43,5,Male,0,0,0,0,0.026,9,26,1
Tractor,63,9,Male,1,1,0,0,0.08,20,2,0
Truck/HCV,48,30,Male,1,1,0,0,0.373,15,35,0
Auto-Rickshaw,35,15,Male,0,0,0,0,0.321,9,21,1
Tempo,49,6,Male,1,0,0,0,0.354,18,4,0
Tempo,54,34,Male,0,0,0,0,0.537,10,29,2
Two-Wheeler,57,13,Male,1,1,0,0,0.506,18,9,1
Two-Wheeler,57,29,Male,0,1,0,1,0.558,20,17,1
Two-Wheeler,51,23,Female,0,0,0,0,0.45,17,35,0
Auto-Rickshaw,44,13,Female,1,0,0,1,0.272,3,19,0
Bus,28,10,Male,1,1,0,0,0.423,22,6,0
Bus,31,13,Male,1,1,0,0,0.227,12,2,0
Bus,49,31,Male,0,0,0,1,0.422,19,16,0
Auto-Rickshaw,26,8,Male,1,0,1,0,0.243,16,26,2
Car/SUV,45,1,Male,1,0,0,0,0.063,25,24,2
Car/SUV,23,5,Male,1,0,0,1,0.026,11,18,0
Car/SUV,55,22,Male,1,1,0,0,0.288,22,2,0
Truck/HCV,45,9,Male,1,1,1,1,0.366,0,21,1
Tempo,54,25,Male,1,0,0,0,0.288,3,20,1
Auto-Rickshaw,26,2,Male,1,0,1,0,0.345,20,22,0
E-Rickshaw,23,5,Male,0,0,0,0,0.423,17,32,2
Two-Wheeler,29,11,Male,1,1,0,0,0.267,6,23,1
Car/SUV,36,7,Female,1,1,0,1,0.048,20,19,0
E-Rickshaw,51,31,Male,1,1,0,1,0.147,2,14,0
Truck/HCV,22,4,Female,0,1,1,0,0.069,15,25,0
Tractor,25,7,Male,0,0,0,0,0.333,9,1,0
Auto-Rickshaw,18,0,Female,0,0,0,0,0.521,18,24,0
Tractor,58,5,Male,0,1,0,0,0.353,9,9,0
Bus,32,14,Female,1,1,0,1,0.174,22,6,0
Tractor,21,3,Male,1,0,0,0,0.306,23,22,0
Truck/HCV,27,9,Male,1,1,0,0,0.085,13,13,2
Tempo,65,24,Male,1,1,0,0,0.239,6,36,0
E-Rickshaw,53,17,Male,1,0,0,0,0.537,20,36,1
Truck/HCV,47,29,Female,1,1,0,0,0.306,12,0,1
Tempo,45,8,Female,1,0,0,0,0.427,8,19,1
Tractor,20,2,Male,1,0,1,1,0.378,20,2,0
Car/SUV,36,16,Male,1,0,0,0,0.328,0,22,2
Tractor,40,22,Male,0,0,0,0,0.131,15,1,1
Tractor,33,15,Male,1,0,0,0,0.211,18,22,1
Two-Wheeler,37,19,Male,0,1,0,0,0.443,9,33,0
Tempo,19,1,Male,1,1,0,0,0.282,3,30,0
Tempo,63,32,Male,1,1,0,1,0.362,17,36,0
Auto-Rickshaw,21,3,Male,1,1,0,1,0.183,8,32,0
Bus,28,10,Male,1,1,0,0,0.512,15,26,1
Auto-Rickshaw,64,0,Male,1,0,0,0,0.174,22,11,0
Auto-Rickshaw,35,8,Female,0,1,0,0,0.434,4,30,1
Two-Wheeler,34,16,Male,1,1,0,1,0.379,20,21,1
Tempo,60,24,Female,1,1,0,0,0.306,18,11,1
Car/SUV,59,17,Male,1,1,0,0,0.188,16,14,0
Bus,56,22,Female,1,0,0,0,0.446,15,21,0
Bus,32,14,Male,0,1,0,0,0.368,15,33,0
Two-Wheeler,20,1,Male,1,0,0,1,0.231,2,22,0
Two-Wheeler,23,0,Male,0,1,0,0,0.335,12,22,0
Tractor,62,23,Male,0,0,1,1,0.21,14,11,0
Car/SUV,61,10,Female,1,1,0,1,0.081,9,32,3
Bus,42,6,Male,1,0,0,0,0.828,14,16,2
Two-Wheeler,47,29,Female,1,0,0,0,0.443,21,11,0
Car/SUV,61,29,Male,1,0,0,0,0.1,15,14,2
Truck/HCV,35,17,Male,1,0,0,0,0.474,2,10,0
Car/SUV,18,0,Male,0,1,0,0,0.609,3,24,3
Truck/HCV,46,11,Male,1,1,0,0,0.43,10,33,0
E-Rickshaw,28,7,Male,1,1,0,1,0.182,13,11,1
E-Rickshaw,56,13,Male,0,0,0,0,0.372,14,30,2
Truck/HCV,27,9,Male,1,0,0,0,0.188,4,22,0
Car/SUV,65,14,Male,0,0,0,0,0.422,17,24,1
Tractor,62,35,Male,1,1,0,0,0.353,19,33,3
Bus,64,23,Male,0,1,0,0,0.466,8,18,0
Truck/HCV,37,10,Female,1,1,0,0,0.346,20,5,1
Car/SUV,51,12,Female,1,0,1,1,0.642,21,31,0
E-Rickshaw,32,8,Male,1,1,0,1,0.24,20,26,0
Two-Wheeler,59,32,Male,1,1,0,1,0.385,9,28,0
Two-Wheeler,21,3,Male,0,0,0,1,0.361,7,15,2
Tractor,44,26,Male,1,1,0,1,0.322,21,24,1
Two-Wheeler,20,2,Male,1,1,0,1,0.603,1,3,1
Truck/HCV,58,18,Female,0,1,0,0,0.315,11,14,0
Car/SUV,46,28,Male,1,0,0,1,0.067,14,25,0
Auto-Rickshaw,34,11,Male,0,1,0,0,0.574,23,1,0
Bus,19,1,Male,0,1,0,0,0.209,5,33,1
Bus,31,11,Female,0,0,0,0,0.361,25,29,1
Tractor,38,3,Male,0,1,0,0,0.16,0,8,2
Auto-Rickshaw,46,8,Male,1,0,0,0,0.459,16,24,0
Tractor,62,19,Male,1,0,1,0,0.063,3,3,0
Tempo,54,21,Male,1,1,0,0,0.265,2,36,0
Two-Wheeler,50,4,Female,1,1,1,1,0.168,5,28,1
Two-Wheeler,52,28,Male,1,0,1,0,0.075,17,32,0
E-Rickshaw,40,21,Male,1,1,0,0,0.258,24,32,0
Car/SUV,45,12,Female,1,1,0,1,0.204,19,1,2
E-Rickshaw,24,6,Male,1,0,0,0,0.172,9,13,0
Car/SUV,22,4,Male,0,0,1,0,0.232,4,35,0
Truck/HCV,24,6,Male,1,1,0,1,0.334,7,34,0
Truck/HCV,42,4,Male,1,1,0,0,0.131,24,17,0
Truck/HCV,54,25,Male,0,0,0,0,0.461,12,3,0
Car/SUV,33,4,Female,1,1,0,0,0.069,16,6,1
Truck/HCV,53,12,Male,1,1,0,1,0.219,19,25,0
Tempo,55,3,Male,0,1,0,0,0.173,11,33,0
E-Rickshaw,24,6,Male,1,1,0,0,0.355,2,3,0
Two-Wheeler,41,23,Male,1,1,1,1,0.432,9,22,0
E-Rickshaw,35,13,Female,0,0,0,0,0.227,4,5,1
Bus,22,4,Female,1,1,0,0,0.139,24,23,0
Two-Wheeler,52,19,Male,1,0,0,0,0.064,6,25,2
Auto-Rickshaw,60,22,Male,1,1,0,0,0.607,22,21,0
Auto-Rickshaw,29,11,Female,0,0,0,0,0.24,12,9,0
Two-Wheeler,60,10,Female,1,1,1,0,0.201,11,16,0
E-Rickshaw,50,32,Male,1,0,1,0,0.289,5,30,1
Auto-Rickshaw,62,9,Male,0,0,0,0,0.606,20,28,1
E-Rickshaw,51,23,Male,1,0,0,0,0.061,0,14,1
E-Rickshaw,22,1,Male,1,1,0,0,0.422,22,35,0
Tempo,58,29,Male,1,0,0,0,0.366,2,30,0
Car/SUV,30,12,Male,1,1,0,0,0.104,1,27,1
Two-Wheeler,58,17,Male,1,1,0,0,0.287,23,14,1
Car/SUV,52,16,Female,1,0,0,0,0.139,21,14,0
Auto-Rickshaw,23,5,Male,0,1,0,1,0.462,0,19,3
Tractor,54,8,Male,1,1,0,0,0.473,20,18,0
Bus,36,18,Male,1,1,0,0,0.485,16,12,1
Tractor,38,1,Male,1,1,0,1,0.435,16,3,0
Car/SUV,56,7,Male,1,0,1,0,0.049,20,36,0
Bus,21,3,Female,0,0,0,1,0.186,4,15,1
Truck/HCV,26,8,Male,0,0,0,0,0.331,2,10,2
Tractor,29,11,Male,0,1,0,0,0.58,13,36,0
Truck/HCV,46,8,Male,0,1,1,1,0.404,4,28,0
Car/SUV,34,8,Male,1,0,1,0,0.494,18,14,2
Truck/HCV,42,23,Male,1,0,0,0,0.195,18,3,3
Auto-Rickshaw,55,0,Male,1,0,0,1,0.511,1,28,0
Bus,28,10,Male,0,1,0,0,0.1,8,32,0
E-Rickshaw,54,0,Male,1,0,1,0,0.166,10,31,3
Tempo,62,20,Male,1,0,0,0,0.295,19,19,1
Truck/HCV,55,33,Male,1,1,0,0,0.033,15,8,0
Tractor,51,2,Female,1,0,0,1,0.564,13,2,0
Auto-Rickshaw,25,7,Male,0,1,0,1,0.265,10,23,1
Tempo,34,16,Female,1,0,0,0,0.672,0,3,0
Car/SUV,29,0,Female,1,0,0,0,0.46,25,28,1
Tractor,59,7,Male,0,0,0,1,0.219,11,19,0
Auto-Rickshaw,53,18,Male,1,1,0,0,0.333,7,17,0
Bus,59,6,Male,1,1,1,0,0.146,15,19,0
E-Rickshaw,45,15,Male,1,1,0,0,0.342,24,0,1
Tempo,30,12,Male,1,1,0,0,0.367,9,0,0
Truck/HCV,27,9,Male,1,1,0,0,0.458,12,0,0
Tractor,29,11,Female,0,1,0,0,0.656,7,17,1
E-Rickshaw,63,15,Female,1,1,0,1,0.157,2,34,0
Bus,33,15,Female,1,1,0,1,0.186,23,31,0
Tempo,35,17,Male,1,0,0,0,0.584,14,28,2
Tempo,64,16,Male,1,0,0,1,0.07,16,27,0
Tractor,50,28,Male,1,1,0,0,0.272,0,16,0
Car/SUV,44,26,Male,0,1,0,0,0.281,12,26,0
Bus,23,5,Male,1,1,0,1,0.04,10,18,0
Tempo,18,0,Male,0,0,0,0,0.414,10,15,0
Two-Wheeler,59,11,Male,1,0,0,1,0.115,18,5,1
Tractor,38,1,Male,1,0,0,1,0.191,18,13,1
Bus,60,24,Male,1,1,1,0,0.457,24,12,0
Auto-Rickshaw,44,26,Male,1,1,0,0,0.342,7,35,1
E-Rickshaw,25,7,Male,0,0,0,0,0.225,24,16,1
E-Rickshaw,50,13,Male,1,1,0,0,0.296,7,36,0
Tractor,56,22,Male,1,0,0,0,0.218,15,3,0
E-Rickshaw,62,34,Male,1,1,0,1,0.134,13,8,2
Tempo,18,0,Male,1,1,0,1,0.187,23,7,0
Car/SUV,33,15,Male,1,0,0,0,0.747,21,8,2
Tempo,32,14,Male,1,0,1,1,0.5,4,35,2
Truck/HCV,53,4,Female,1,0,0,0,0.644,6,18,0
Two-Wheeler,33,15,Male,1,0,0,0,0.082,18,31,1
Auto-Rickshaw,30,9,Male,0,1,0,0,0.317,11,12,1
E-Rickshaw,26,8,Female,1,0,0,0,0.108,16,11,1
Auto-Rickshaw,57,22,Male,0,0,1,1,0.166,20,24,1
Bus,60,33,Female,0,1,0,0,0.114,21,34,0
Tempo,30,12,Male,0,0,0,0,0.456,21,28,0
Auto-Rickshaw,64,20,Male,0,0,0,1,0.139,6,16,1
Car/SUV,51,22,Male,1,1,0,1,0.202,6,5,0
Tempo,38,16,Male,0,0,0,0,0.647,20,17,1
Car/SUV,27,9,Male,1,0,0,0,0.195,24,27,0
Car/SUV,43,25,Male,0,1,0,0,0.251,9,27,0
E-Rickshaw,46,28,Male,1,0,1,0,0.125,21,16,1
Tractor,53,2,Female,1,1,0,0,0.199,13,3,1
Truck/HCV,59,20,Male,1,1,0,0,0.018,18,15,0
E-Rickshaw,25,7,Male,1,1,0,0,0.327,15,2,0
Two-Wheeler,21,3,Male,0,0,0,0,0.239,2,32,0
Bus,50,28,Male,1,0,0,0,0.119,5,3,1
Car/SUV,51,16,Male,1,1,0,0,0.206,4,7,0
Two-Wheeler,30,6,Male,1,0,0,0,0.046,14,5,1
Bus,56,29,Female,1,0,1,1,0.52,18,25,1
Auto-Rickshaw,50,23,Female,1,1,0,0,0.382,15,36,1
Tempo,38,9,Male,1,0,0,0,0.188,11,29,0
Truck/HCV,23,5,Male,1,0,0,1,0.413,17,8,0
Tempo,48,29,Female,1,0,0,0,0.325,14,15,0
Truck/HCV,25,7,Male,1,1,0,0,0.345,8,4,0
E-Rickshaw,40,5,Male,1,1,0,0,0.245,19,6,1
Truck/HCV,19,1,Female,1,1,0,0,0.28,1,8,3
Tempo,42,7,Male,1,0,1,1,0.389,8,29,0
E-Rickshaw,62,32,Male,1,1,0,0,0.127,13,20,0
Tractor,55,2,Male,0,0,1,0,0.204,13,1,0
E-Rickshaw,65,14,Female,1,0,1,0,0.438,24,27,0
Two-Wheeler,25,7,Female,0,0,0,1,0.234,6,36,2
Tempo,37,19,Male,1,0,0,0,0.221,25,11,0
Tractor,58,27,Male,0,1,0,1,0.425,25,31,1
Tempo,35,12,Male,0,1,0,0,0.11,13,27,0
Tempo,62,6,Male,0,0,0,0,0.421,17,21,0
Two-Wheeler,29,11,Male,1,1,0,1,0.433,1,14,0
Two-Wheeler,37,11,Female,1,1,0,0,0.33,17,27,1
Car/SUV,32,11,Male,1,1,0,0,0.089,13,29,0
Bus,29,10,Female,1,1,0,1,0.078,23,19,1
Car/SUV,33,3,Female,1,1,0,0,0.481,18,33,1
E-Rickshaw,62,24,Male,1,1,0,0,0.263,0,17,0
Tractor,18,0,Male,1,1,0,1,0.648,7,20,2
Car/SUV,26,8,Female,1,1,0,0,0.399,19,12,0
Tractor,63,0,Male,1,1,0,1,0.227,18,17,0
Tractor,65,22,Male,1,1,0,0,0.396,5,23,1
Bus,19,1,Male,0,1,1,0,0.292,25,1,0
Truck/HCV,49,27,Male,0,1,0,0,0.571,11,29,3
Tractor,18,0,Male,1,1,0,0,0.264,18,19,0
Bus,28,10,Male,1,0,0,0,0.289,17,0,1
Truck/HCV,27,9,Male,1,0,0,0,0.626,1,5,2
Auto-Rickshaw,42,17,Male,1,1,0,1,0.414,17,14,1
E-Rickshaw,27,9,Male,1,0,0,0,0.23,4,30,0
Tempo,35,17,Male,1,1,1,0,0.485,4,33,0
Truck/HCV,57,30,Female,1,1,0,0,0.125,3,7,0
Truck/HCV,58,15,Male,1,1,0,1,0.252,0,18,0
E-Rickshaw,63,16,Male,1,1,0,1,0.476,8,19,0
Truck/HCV,47,4,Male,1,1,0,0,0.18,13,32,0
Car/SUV,49,6,Male,1,1,0,0,0.323,19,28,3
Tractor,25,7,Male,1,0,0,0,0.144,1,12,2
Tempo,24,6,Male,1,0,0,0,0.376,2,19,0
E-Rickshaw,40,22,Male,0,0,0,0,0.127,4,11,2
Truck/HCV,61,26,Male,1,1,1,0,0.185,3,5,0
Truck/HCV,18,0,Male,1,0,0,1,0.197,1,4,0
E-Rickshaw,61,14,Male,1,0,0,1,0.202,22,12,1
E-Rickshaw,34,0,Male,1,0,0,0,0.053,15,4,1
Truck/HCV,44,26,Male,1,1,0,0,0.463,4,35,1
Car/SUV,47,25,Male,0,1,0,1,0.17,21,24,1
Car/SUV,37,19,Female,1,0,0,0,0.395,10,10,0
Tempo,26,8,Male,0,0,0,0,0.226,19,26,0
E-Rickshaw,34,0,Male,1,1,0,0,0.244,19,34,0
Car/SUV,28,10,Female,1,1,0,0,0.277,17,7,0
E-Rickshaw,22,1,Male,1,0,0,1,0.464,2,19,0
Tempo,55,23,Female,1,0,0,0,0.202,20,18,0
Tractor,35,17,Male,1,1,0,0,0.442,15,29,0
Auto-Rickshaw,49,4,Female,1,0,0,0,0.298,7,36,0
Truck/HCV,51,1,Male,1,1,0,1,0.341,8,29,0
E-Rickshaw,47,29,Male,0,1,0,0,0.333,0,6,0
Car/SUV,55,4,Female,1,1,0,1,0.629,16,18,0
Bus,57,24,Male,1,1,0,1,0.594,14,32,0
Truck/HCV,24,6,Male,0,1,0,1,0.135,24,26,0
Auto-Rickshaw,61,0,Male,1,0,1,0,0.057,25,30,1
Car/SUV,18,0,Male,1,1,0,1,0.166,13,24,0
Tempo,62,35,Female,1,1,0,1,0.206,5,14,2
Two-Wheeler,23,5,Female,0,1,0,1,0.442,22,21,0
Bus,51,2,Male,1,1,1,0,0.587,12,15,0
Truck/HCV,20,2,Female,1,1,0,0,0.107,1,8,0
E-Rickshaw,28,10,Male,1,0,0,0,0.345,6,29,0
Truck/HCV,43,25,Male,0,0,0,1,0.17,5,31,0
Auto-Rickshaw,56,14,Male,0,1,0,0,0.171,7,8,2
Bus,50,29,Male,1,0,0,0,0.077,7,6,0
Two-Wheeler,49,31,Male,0,1,0,0,0.049,5,11,1
Car/SUV,58,0,Male,0,1,0,0,0.268,8,28,0
Auto-Rickshaw,23,5,Male,1,1,0,1,0.388,12,28,0
Tempo,37,19,Male,1,1,0,0,0.217,0,22,1
E-Rickshaw,29,0,Male,0,0,0,0,0.198,9,20,0
Bus,52,28,Male,0,0,0,0,0.516,4,35,0
Auto-Rickshaw,39,5,Male,1,0,0,0,0.518,19,5,0
Car/SUV,42,24,Female,0,0,0,0,0.103,4,26,1
Truck/HCV,22,4,Male,1,1,0,0,0.09,1,22,3
Tractor,53,32,Female,0,0,0,0,0.508,15,14,3
E-Rickshaw,31,9,Male,1,1,0,0,0.081,13,33,0
Tempo,25,7,Female,1,0,0,0,0.555,21,10,0
Tempo,63,30,Female,1,1,0,1,0.053,3,8,0
Bus,44,26,Male,0,0,0,0,0.601,22,19,1
Tempo,28,10,Female,1,0,0,0,0.08,11,7,0
E-Rickshaw,26,7,Male,1,1,0,0,0.387,20,21,1
Truck/HCV,48,18,Male,1,1,0,0,0.174,15,36,0
Tempo,32,3,Male,1,1,0,0,0.15,7,6,0
Auto-Rickshaw,53,3,Male,0,1,0,1,0.441,23,4,2
Auto-Rickshaw,26,8,Male,1,1,0,0,0.221,8,28,0
Tractor,32,14,Female,1,1,0,0,0.282,7,31,0
Auto-Rickshaw,20,2,Female,0,1,0,1,0.13,17,8,1
Tempo,26,8,Male,1,0,0,1,0.126,21,9,0
E-Rickshaw,48,8,Female,1,1,0,0,0.512,5,32,0
Two-Wheeler,40,22,Male,0,1,0,0,0.218,24,26,1
Tractor,37,19,Male,1,1,0,0,0.294,3,18,1
Auto-Rickshaw,27,0,Male,0,0,0,0,0.235,20,7,3
Auto-Rickshaw,56,3,Female,0,1,0,0,0.482,25,19,3
E-Rickshaw,40,22,Male,0,1,0,1,0.554,18,8,0
Truck/HCV,27,9,Male,1,1,0,0,0.317,2,16,0
Car/SUV,64,0,Male,0,0,0,0,0.269,24,22,0
Bus,23,5,Male,1,1,0,0,0.398,7,6,0
Two-Wheeler,64,0,Male,1,1,0,1,0.144,21,14,0
Tempo,38,9,Male,1,0,0,0,0.122,22,32,1
Two-Wheeler,26,8,Male,1,1,0,0,0.556,2,0,1
Two-Wheeler,38,9,Male,1,1,0,1,0.123,12,6,0
Tempo,61,7,Male,1,1,0,1,0.105,25,32,2
Two-Wheeler,46,10,Male,1,1,0,0,0.157,7,29,0
Auto-Rickshaw,29,2,Male,1,1,0,0,0.161,23,0,0
Two-Wheeler,63,24,Male,1,1,0,0,0.181,25,8,1
Tractor,24,6,Male,1,0,0,0,0.591,13,30,0
Auto-Rickshaw,26,8,Female,0,1,0,0,0.134,16,20,2
Tempo,47,9,Male,1,0,0,0,0.508,14,12,0
Auto-Rickshaw,41,23,Male,1,1,0,1,0.263,4,34,0
Car/SUV,36,18,Male,0,1,1,1,0.292,22,25,0
E-Rickshaw,55,32,Other,0,0,0,1,0.234,25,5,1
Truck/HCV,44,22,Female,1,1,0,0,0.172,4,17,1
Tractor,59,15,Female,1,0,0,0,0.297,11,1,0
E-Rickshaw,46,24,Male,1,1,0,0,0.535,21,25,0
Tractor,28,10,Male,0,1,0,0,0.316,15,1,0
Auto-Rickshaw,46,28,Male,0,1,0,0,0.187,2,25,0
Tractor,33,15,Male,0,1,0,0,0.104,24,19,0
Tempo,44,16,Male,1,1,0,1,0.112,20,12,0
E-Rickshaw,65,12,Female,1,0,1,1,0.172,22,23,0
Truck/HCV,39,2,Male,0,0,0,0,0.156,5,32,0
Two-Wheeler,50,22,Male,0,1,0,0,0.083,17,17,0
Car/SUV,31,13,Male,1,1,0,0,0.084,17,20,0
Truck/HCV,21,3,Male,1,0,0,0,0.496,0,0,1
Car/SUV,53,24,Male,1,0,0,0,0.581,22,21,0
Bus,32,14,Male,0,0,0,1,0.123,11,19,0
Car/SUV,59,18,Male,1,1,0,0,0.185,11,25,0
Car/SUV,19,1,Female,1,1,0,0,0.149,18,22,1
Truck/HCV,57,27,Male,0,1,0,0,0.145,25,35,1
Car/SUV,33,1,Male,1,0,0,0,0.035,20,30,0
Two-Wheeler,56,22,Male,1,0,1,0,0.295,20,5,2
E-Rickshaw,41,15,Male,1,1,0,0,0.286,25,0,3
Bus,27,9,Male,1,0,0,0,0.296,14,35,0
Two-Wheeler,43,16,Male,1,1,0,0,0.303,10,29,1
Bus,18,0,Female,1,1,0,1,0.337,16,4,0
Car/SUV,22,4,Male,1,0,1,0,0.421,5,21,2
Tempo,61,14,Male,1,0,0,1,0.424,8,13,2
E-Rickshaw,54,2,Male,1,1,0,1,0.23,13,25,0
Tractor,23,5,Male,0,1,0,1,0.243,1,5,0
Bus,23,5,Male,1,0,0,0,0.479,2,13,0
Two-Wheeler,48,23,Male,1,1,0,1,0.286,3,4,0
E-Rickshaw,34,13,Male,1,1,0,0,0.226,6,8,2
Two-Wheeler,40,22,Male,1,0,0,0,0.238,11,23,0
Bus,26,8,Male,1,0,1,0,0.541,13,20,0
E-Rickshaw,64,0,Male,1,1,0,0,0.339,6,8,2
Tempo,27,9,Male,0,0,0,0,0.259,23,1,0
Car/SUV,27,9,Female,1,0,0,1,0.232,23,3,0
Truck/HCV,33,14,Male,1,1,1,1,0.237,12,21,1
Tempo,49,8,Male,0,0,0,0,0.222,19,7,0
Car/SUV,24,6,Male,1,1,0,0,0.222,3,9,0
Auto-Rickshaw,64,28,Male,1,1,0,0,0.068,23,15,0
Tractor,19,1,Male,0,1,0,0,0.032,4,23,0
Car/SUV,28,3,Female,0,0,1,0,0.323,4,25,1
Bus,52,31,Male,1,0,0,0,0.276,12,35,0
Bus,28,6,Female,0,1,0,0,0.072,20,26,0
Truck/HCV,59,2,Male,0,1,0,0,0.53,16,23,0
Bus,30,12,Female,0,1,1,0,0.399,23,5,0
Auto-Rickshaw,20,2,Female,1,1,0,1,0.47,4,2,1
Bus,19,1,Female,0,1,0,1,0.142,1,30,0
Truck/HCV,57,33,Female,1,1,0,1,0.313,5,33,0
Auto-Rickshaw,21,3,Male,0,1,0,0,0.375,18,25,0
Tractor,46,9,Female,1,1,0,0,0.03,15,7,0
E-Rickshaw,60,16,Male,1,1,1,0,0.252,22,17,1
Two-Wheeler,43,25,Male,1,1,0,0,0.273,23,35,0
Tempo,38,20,Male,1,1,0,1,0.396,25,1,0
Two-Wheeler,32,14,Male,1,1,0,0,0.164,10,28,0
Truck/HCV,24,6,Male,1,1,1,0,0.125,3,16,2
Bus,51,10,Female,1,0,0,0,0.035,4,29,0
Bus,55,10,Female,1,0,0,0,0.514,6,3,3
Tempo,18,0,Male,0,0,0,1,0.227,16,18,1
Auto-Rickshaw,39,21,Male,1,1,1,0,0.167,24,29,0
Truck/HCV,53,15,Male,1,1,0,0,0.389,5,32,0
Truck/HCV,38,6,Male,1,0,0,0,0.25,11,14,1
Auto-Rickshaw,46,3,Male,0,1,1,1,0.589,12,32,1
Two-Wheeler,33,2,Male,1,1,0,0,0.232,22,15,0
Bus,46,25,Female,1,1,0,0,0.106,11,17,0
Truck/HCV,63,19,Male,1,0,0,1,0.195,18,27,0
Car/SUV,65,11,Female,1,1,0,0,0.103,4,18,0
Tractor,46,28,Male,1,1,0,0,0.047,16,11,0
Tractor,61,3,Female,1,0,1,1,0.075,7,9,1
Bus,20,2,Female,1,0,1,0,0.298,22,16,1
Tempo,58,1,Male,0,1,0,1,0.424,9,21,0
Bus,49,31,Male,1,0,0,0,0.212,18,34,1
Two-Wheeler,61,22,Male,0,1,1,0,0.116,13,2,0
Two-Wheeler,52,2,Male,0,1,0,1,0.134,4,24,0
E-Rickshaw,43,25,Male,1,0,0,0,0.345,9,19,0
Tempo,32,0,Female,1,0,0,0,0.065,21,12,0
E-Rickshaw,34,11,Male,1,1,0,0,0.466,2,19,0
E-Rickshaw,32,9,Male,1,1,0,0,0.189,5,6,2
Bus,43,14,Male,1,0,0,1,0.258,8,15,2
Bus,27,8,Female,1,1,1,0,0.342,5,27,0
Bus,55,31,Female,0,1,0,0,0.097,9,23,0
Truck/HCV,37,19,Male,0,1,0,1,0.219,1,10,0
Auto-Rickshaw,39,21,Male,1,1,0,0,0.169,11,1,0
Truck/HCV,33,15,Male,1,0,0,1,0.215,13,5,1
Auto-Rickshaw,35,16,Male,1,1,0,0,0.212,18,17,1
Two-Wheeler,58,7,Female,1,0,1,1,0.695,22,1,2
Bus,21,3,Male,1,1,0,1,0.72,24,25,1
Auto-Rickshaw,41,23,Female,0,0,0,1,0.155,15,17,0
Tractor,49,22,Male,1,1,0,0,0.506,7,30,0
Two-Wheeler,44,12,Male,1,1,0,1,0.165,11,2,0
Car/SUV,28,10,Female,1,0,0,0,0.231,11,17,0
Bus,20,2,Male,1,0,0,0,0.528,9,16,1
