state,year,month,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,fog_hours,road_waterlogging,pothole_index,accidents_that_day
Telangana,2021,3,24.66,16.4,49.4,13.3,0.0,0,0.211,34
Karnataka,2019,7,2.97,21.8,78.7,1.8,0.0,0,0.212,20
West Bengal,2021,4,2.8,43.4,26.6,15.8,0.0,0,0.285,7
Odisha,2024,1,5.49,44.3,94.1,11.8,0.7,0,0.426,37
Gujarat,2019,6,12.72,39.9,28.9,4.0,0.0,0,0.674,23
Assam,2022,5,4.28,28.8,58.3,27.3,0.0,0,0.715,21
Haryana,2020,11,11.78,26.0,57.6,26.3,1.9,0,0.634,9
Bihar,2022,1,1.91,45.7,66.1,21.6,0.5,0,0.439,45
Odisha,2024,1,3.0,39.8,93.8,1.9,2.1,0,0.63,24
Rajasthan,2021,6,0.65,20.9,30.7,29.3,0.0,0,0.327,0
Kerala,2019,1,10.05,11.9,27.4,14.8,2.2,0,0.321,37
Punjab,2024,11,3.1,32.1,74.4,14.6,0.9,0,0.217,13
Karnataka,2020,3,8.69,45.3,29.4,25.4,0.0,0,0.264,9
West Bengal,2019,4,5.42,35.6,94.9,13.8,0.0,0,0.157,1
Gujarat,2019,10,5.71,15.0,85.6,14.3,0.0,0,0.318,29
Maharashtra,2021,1,6.52,18.9,43.0,7.0,2.9,0,0.229,6
Tamil Nadu,2021,2,5.84,10.5,96.6,21.9,0.6,0,0.141,41
Punjab,2020,5,11.46,38.5,85.7,12.8,0.0,0,0.304,26
Uttar Pradesh,2022,5,12.12,34.0,69.7,23.2,0.0,0,0.204,42
Karnataka,2023,9,14.0,29.8,46.6,17.7,0.0,0,0.609,25
Punjab,2022,4,1.62,15.6,80.8,4.8,0.0,0,0.368,43
Assam,2020,8,9.23,31.5,83.1,6.2,0.0,0,0.269,18
Gujarat,2024,4,7.93,41.3,32.7,20.0,0.0,0,0.166,17
Madhya Pradesh,2020,2,9.73,45.4,53.2,5.2,2.7,0,0.379,40
Tamil Nadu,2024,1,0.74,23.4,83.1,17.6,3.0,0,0.127,8
West Bengal,2022,7,2.73,17.7,42.0,20.4,0.0,0,0.11,42
Punjab,2021,6,2.98,38.6,76.9,31.9,0.0,0,0.276,27
Bihar,2020,9,5.62,21.6,57.6,12.1,0.0,0,0.739,12
Maharashtra,2022,12,46.33,27.5,69.4,11.8,0.1,1,0.484,36
Madhya Pradesh,2022,11,18.1,12.4,30.7,16.2,0.6,0,0.212,43
Gujarat,2019,9,9.2,22.0,22.9,30.1,0.0,0,0.152,16
Uttar Pradesh,2021,3,0.68,41.4,31.8,26.7,0.0,0,0.352,33
Haryana,2021,4,1.17,45.3,49.8,6.8,0.0,0,0.073,33
Gujarat,2020,6,0.94,32.9,51.5,1.4,0.0,0,0.618,28
Punjab,2022,4,11.81,14.0,87.7,33.0,0.0,0,0.39,35
Punjab,2021,8,4.18,32.7,81.0,9.3,0.0,0,0.116,38
Madhya Pradesh,2019,9,12.32,10.3,69.1,4.9,0.0,0,0.44,14
Telangana,2022,7,0.88,8.4,86.2,5.6,0.0,0,0.168,44
Haryana,2024,10,0.18,19.1,60.0,9.0,0.0,0,0.148,4
Karnataka,2021,7,4.22,17.3,36.3,21.2,0.0,0,0.214,18
Tamil Nadu,2023,3,12.45,38.4,88.3,28.7,0.0,0,0.323,11
Gujarat,2020,8,3.12,20.1,51.6,19.5,0.0,0,0.153,19
West Bengal,2021,1,1.34,9.7,22.1,34.0,3.2,0,0.312,10
Madhya Pradesh,2024,3,10.82,29.7,94.5,18.8,0.0,0,0.564,26
Uttar Pradesh,2024,8,22.53,19.0,94.3,25.5,0.0,0,0.744,22
Rajasthan,2022,7,1.71,28.3,52.1,15.2,0.0,0,0.342,1
Telangana,2022,6,12.81,16.1,32.1,13.7,0.0,0,0.125,38
Punjab,2024,5,4.35,11.4,23.3,31.1,0.0,0,0.506,23
Maharashtra,2019,8,0.25,31.6,47.2,16.5,0.0,0,0.144,11
Karnataka,2019,10,12.61,43.8,61.0,30.9,0.0,0,0.463,40
Gujarat,2020,11,3.77,34.2,42.5,23.7,0.4,0,0.091,17
Madhya Pradesh,2020,4,7.71,19.2,93.9,19.2,0.0,0,0.124,30
Haryana,2021,12,5.95,43.8,32.0,11.4,0.5,0,0.271,20
Kerala,2023,12,0.94,24.1,26.0,37.2,1.4,0,0.234,31
Maharashtra,2020,10,1.13,37.2,22.2,33.8,0.0,0,0.204,45
Bihar,2023,11,1.9,39.4,26.6,2.1,0.5,0,0.069,21
Punjab,2023,4,3.6,18.4,54.4,9.0,0.0,0,0.118,16
Bihar,2021,2,0.5,29.3,60.3,13.2,0.3,0,0.219,45
Punjab,2024,9,4.76,20.8,22.8,17.5,0.0,0,0.194,44
Tamil Nadu,2022,8,16.09,13.8,42.8,27.7,0.0,0,0.203,3
Gujarat,2023,5,20.53,43.9,80.5,28.0,0.0,0,0.295,6
Uttar Pradesh,2024,8,3.82,40.5,35.1,33.1,0.0,0,0.49,40
Assam,2023,12,5.74,20.1,27.8,5.0,4.4,0,0.141,8
Madhya Pradesh,2023,2,2.64,10.7,91.0,21.0,0.9,0,0.427,26
Punjab,2024,11,1.52,39.7,64.2,19.8,0.2,0,0.295,21
Gujarat,2021,3,1.24,27.1,32.2,31.4,0.0,0,0.403,28
Tamil Nadu,2021,4,0.7,32.0,64.9,27.2,0.0,0,0.157,18
Uttar Pradesh,2023,1,13.48,40.0,46.5,32.7,0.7,0,0.485,17
Assam,2022,3,6.69,37.5,21.3,20.9,0.0,0,0.241,38
Uttar Pradesh,2023,11,1.75,20.7,39.1,36.0,1.4,0,0.529,21
Uttar Pradesh,2020,3,26.0,36.6,81.0,11.9,0.0,1,0.681,39
Haryana,2021,12,40.57,44.1,36.6,20.3,2.5,1,0.443,14
Odisha,2020,10,30.7,40.6,95.6,1.2,0.0,1,0.19,19
Tamil Nadu,2023,1,1.1,42.6,30.3,15.7,1.3,0,0.31,38
Telangana,2022,6,4.61,39.7,40.5,0.8,0.0,0,0.279,7
Haryana,2024,11,3.76,36.9,20.9,21.2,0.5,0,0.203,34
Tamil Nadu,2020,10,6.72,26.9,92.3,26.4,0.0,0,0.406,45
Kerala,2020,10,20.15,16.9,39.6,3.5,0.0,0,0.152,45
Madhya Pradesh,2019,12,3.28,15.8,82.5,6.6,2.8,0,0.31,0
Telangana,2022,1,2.64,26.0,52.5,5.2,1.0,0,0.177,2
Karnataka,2023,3,5.55,29.6,70.7,27.1,0.0,0,0.222,43
Rajasthan,2023,10,21.17,27.1,26.3,12.6,0.0,0,0.606,7
Punjab,2023,11,31.29,44.0,54.9,22.9,2.1,1,0.524,32
Punjab,2024,9,1.27,29.3,93.9,9.5,0.0,0,0.501,14
Haryana,2024,8,22.17,32.9,80.6,24.1,0.0,0,0.266,1
Gujarat,2021,5,2.76,34.2,92.8,29.8,0.0,0,0.156,45
Odisha,2022,11,0.9,25.3,21.6,28.8,4.4,0,0.387,2
Madhya Pradesh,2020,5,2.15,44.2,77.1,24.0,0.0,0,0.383,30
Madhya Pradesh,2024,7,3.32,14.1,73.0,18.2,0.0,0,0.55,42
Tamil Nadu,2019,8,1.41,16.3,51.9,32.2,0.0,0,0.31,22
Haryana,2024,9,24.17,37.2,21.4,30.8,0.0,0,0.329,16
Uttar Pradesh,2020,7,10.19,9.4,72.1,5.6,0.0,0,0.422,12
Madhya Pradesh,2019,11,0.84,15.8,49.0,30.9,0.1,0,0.161,12
Odisha,2024,6,0.09,41.2,47.7,12.1,0.0,0,0.175,21
Madhya Pradesh,2024,10,1.22,24.5,88.3,27.1,0.0,0,0.079,9
Maharashtra,2019,2,5.31,19.6,77.4,4.5,4.3,0,0.308,39
Maharashtra,2024,10,3.77,13.3,85.2,13.6,0.0,0,0.266,33
Tamil Nadu,2019,8,21.13,9.0,77.9,38.4,0.0,0,0.214,27
Karnataka,2024,2,1.2,10.2,87.3,3.7,2.6,0,0.331,6
Bihar,2020,11,4.88,25.7,74.7,14.9,1.5,0,0.617,40
Rajasthan,2024,10,18.11,24.0,62.7,5.8,0.0,0,0.379,45
Kerala,2020,1,1.49,13.8,79.8,29.9,2.0,0,0.459,19
Madhya Pradesh,2023,10,0.7,35.9,43.1,8.6,0.0,0,0.296,11
Haryana,2020,1,1.63,18.7,78.6,28.3,0.0,0,0.269,15
Gujarat,2024,10,13.08,8.2,71.4,30.6,0.0,0,0.744,14
Bihar,2019,9,10.25,40.7,88.1,3.2,0.0,0,0.584,26
Uttar Pradesh,2022,11,4.22,23.4,52.6,2.7,1.6,0,0.347,41
Madhya Pradesh,2019,6,7.14,27.3,62.1,6.3,0.0,0,0.328,20
Haryana,2019,6,0.09,14.2,89.8,35.8,0.0,0,0.638,23
Punjab,2020,4,3.94,39.4,34.3,16.4,0.0,0,0.446,38
Assam,2019,6,10.65,43.3,75.5,28.4,0.0,0,0.15,24
Gujarat,2023,8,22.69,13.4,40.4,28.3,0.0,0,0.396,37
Madhya Pradesh,2023,10,15.43,11.3,87.1,8.8,0.0,0,0.146,8
Uttar Pradesh,2023,2,2.42,43.2,81.8,19.1,0.5,0,0.325,43
Madhya Pradesh,2023,5,6.32,24.0,86.7,19.8,0.0,0,0.354,21
Kerala,2024,2,4.91,8.7,70.4,25.5,1.4,0,0.557,8
West Bengal,2024,10,5.55,26.6,22.8,36.8,0.0,0,0.423,32
Odisha,2022,11,2.85,30.2,86.4,15.5,0.4,0,0.191,21
Haryana,2024,11,2.39,42.6,41.3,33.1,0.1,0,0.106,23
Assam,2019,9,10.6,20.0,31.8,8.1,0.0,0,0.388,39
Assam,2024,9,4.23,45.7,38.5,4.3,0.0,0,0.35,19
Uttar Pradesh,2024,6,1.54,34.2,82.4,33.1,0.0,0,0.249,20
Telangana,2024,10,13.56,43.0,73.2,1.6,0.0,0,0.395,38
West Bengal,2019,12,24.73,8.2,26.0,41.5,2.2,0,0.457,6
Maharashtra,2019,12,4.78,18.8,38.3,0.5,1.1,0,0.163,31
Uttar Pradesh,2020,6,8.17,19.7,62.4,4.5,0.0,0,0.213,42
Rajasthan,2020,7,17.66,22.8,64.0,31.3,0.0,0,0.23,24
Uttar Pradesh,2023,10,13.74,23.4,46.9,24.3,0.0,0,0.554,21
Rajasthan,2021,5,1.34,27.8,32.9,11.0,0.0,0,0.179,15
Maharashtra,2024,5,0.21,19.0,88.1,22.7,0.0,0,0.346,30
Uttar Pradesh,2020,10,0.8,40.9,47.1,5.3,0.0,0,0.11,37
Assam,2024,12,14.23,14.0,70.9,9.1,3.4,0,0.228,23
Punjab,2020,1,27.71,36.4,88.8,31.8,0.8,1,0.504,32
Telangana,2021,8,21.03,28.8,88.8,22.7,0.0,0,0.572,7
Kerala,2021,10,1.32,34.9,25.8,6.0,0.0,0,0.233,15
Odisha,2023,2,1.46,26.3,35.2,16.8,2.1,0,0.23,1
Rajasthan,2021,11,11.35,33.0,37.8,6.6,2.3,0,0.318,10
Assam,2024,2,6.88,29.2,64.4,15.7,6.3,0,0.346,0
Gujarat,2022,2,15.17,43.2,20.7,26.3,0.2,0,0.148,8
Uttar Pradesh,2021,8,0.48,35.6,72.9,31.5,0.0,0,0.145,13
Telangana,2022,1,0.39,45.3,77.2,24.1,0.4,0,0.142,41
Punjab,2024,5,2.38,14.3,28.8,26.7,0.0,0,0.178,0
Maharashtra,2019,5,3.18,40.5,94.6,29.9,0.0,0,0.17,16
Maharashtra,2023,5,0.8,26.3,33.0,29.8,0.0,0,0.457,0
Bihar,2023,6,12.79,21.5,23.7,8.4,0.0,0,0.099,9
Maharashtra,2020,4,0.0,21.2,86.0,25.3,0.0,0,0.419,23
Punjab,2019,5,41.72,43.5,46.9,21.9,0.0,1,0.303,2
Tamil Nadu,2021,1,5.97,11.1,61.3,25.4,5.9,0,0.352,4
Karnataka,2019,5,0.71,45.1,52.4,32.4,0.0,0,0.159,39
Rajasthan,2022,10,2.39,44.6,66.5,1.3,0.0,0,0.456,44
Rajasthan,2023,9,0.63,20.5,67.7,7.9,0.0,0,0.264,22
Maharashtra,2024,2,14.99,27.9,66.3,9.2,0.1,0,0.381,31
West Bengal,2024,12,3.27,13.4,86.3,36.7,1.3,0,0.299,1
Uttar Pradesh,2020,10,0.28,34.7,83.5,38.7,0.0,0,0.149,14
Telangana,2019,11,10.2,15.7,70.7,16.7,0.5,0,0.276,41
Rajasthan,2023,10,13.05,8.8,34.3,2.5,0.0,0,0.41,9
Odisha,2022,11,1.22,9.5,20.0,13.6,1.9,0,0.139,14
Madhya Pradesh,2020,1,11.33,33.9,70.6,26.6,1.0,0,0.489,41
Punjab,2024,4,4.34,16.7,82.9,29.4,0.0,0,0.285,10
Uttar Pradesh,2023,4,3.07,45.0,23.8,2.0,0.0,0,0.117,1
Punjab,2020,9,1.04,29.2,22.2,34.0,0.0,0,0.19,28
Uttar Pradesh,2020,6,7.77,41.1,49.1,2.5,0.0,0,0.19,26
Madhya Pradesh,2022,2,5.79,31.8,43.0,18.0,0.6,0,0.264,42
West Bengal,2020,3,9.8,34.9,94.5,27.1,0.0,0,0.323,27
West Bengal,2020,6,1.22,44.9,23.5,31.3,0.0,0,0.103,14
Maharashtra,2019,3,3.71,17.7,95.0,33.3,0.0,0,0.133,35
Karnataka,2020,6,1.02,34.1,78.1,28.8,0.0,0,0.513,39
Karnataka,2023,7,2.16,45.1,48.6,16.4,0.0,0,0.236,6
Rajasthan,2024,10,6.85,35.1,71.2,17.7,0.0,0,0.132,40
Bihar,2020,1,7.9,38.5,93.4,9.8,0.4,0,0.278,6
Uttar Pradesh,2023,2,5.82,28.6,72.0,24.6,0.5,0,0.443,1
Madhya Pradesh,2019,2,10.6,40.4,28.5,33.3,0.4,0,0.15,12
Karnataka,2021,8,17.27,15.6,92.7,8.2,0.0,0,0.481,8
Maharashtra,2021,9,6.99,23.0,24.5,26.2,0.0,0,0.238,13
Haryana,2019,6,0.48,18.6,32.6,30.3,0.0,0,0.401,30
Kerala,2023,10,7.67,38.5,63.5,18.7,0.0,0,0.179,17
Bihar,2019,11,0.98,31.8,48.9,23.0,0.2,0,0.354,1
Rajasthan,2023,9,15.62,38.6,91.3,6.5,0.0,0,0.556,8
Rajasthan,2021,4,14.52,39.4,70.0,17.7,0.0,0,0.657,20
Kerala,2019,1,3.14,9.0,41.2,2.4,1.0,0,0.324,38
Punjab,2024,5,18.72,26.8,34.6,9.2,0.0,0,0.295,2
Gujarat,2024,6,7.18,26.8,63.9,9.6,0.0,0,0.244,42
Punjab,2021,4,0.83,33.8,53.4,4.3,0.0,0,0.414,40
Gujarat,2023,1,3.25,29.7,42.2,25.4,1.3,0,0.106,41
Karnataka,2023,3,0.43,34.2,43.2,20.9,0.0,0,0.17,10
Telangana,2021,3,3.21,34.9,60.7,15.8,0.0,0,0.048,18
Madhya Pradesh,2020,12,5.38,10.8,52.9,25.7,0.5,0,0.304,13
Punjab,2023,12,15.43,23.4,70.6,11.0,5.0,0,0.319,33
Tamil Nadu,2024,7,7.68,29.2,26.0,30.9,0.0,0,0.56,9
Uttar Pradesh,2023,1,27.2,30.8,49.2,18.7,0.6,1,0.296,23
Rajasthan,2020,10,0.34,13.6,30.5,16.2,0.0,0,0.22,40
Madhya Pradesh,2023,3,7.92,32.4,40.9,30.3,0.0,0,0.453,9
Gujarat,2021,5,10.93,42.5,68.5,15.7,0.0,0,0.583,18
Kerala,2022,6,3.4,26.5,89.5,25.8,0.0,0,0.208,13
Madhya Pradesh,2022,10,5.8,13.4,40.5,19.5,0.0,0,0.207,26
Odisha,2024,5,5.39,11.7,89.0,26.1,0.0,0,0.398,17
West Bengal,2022,5,4.86,33.0,67.2,28.5,0.0,0,0.338,15
Haryana,2024,8,15.57,13.2,20.4,1.3,0.0,0,0.643,15
Telangana,2024,9,12.34,31.8,44.4,2.8,0.0,0,0.171,18
Tamil Nadu,2022,12,5.37,28.3,66.9,21.8,3.3,0,0.406,11
Madhya Pradesh,2020,11,6.17,30.1,29.4,23.9,2.3,0,0.292,24
Telangana,2020,11,1.46,17.1,57.1,23.9,1.1,0,0.417,37
Rajasthan,2022,8,22.26,24.9,97.9,18.7,0.0,0,0.373,23
Punjab,2024,8,12.69,39.3,82.4,13.9,0.0,0,0.164,11
Assam,2024,9,3.29,34.6,26.0,24.3,0.0,0,0.04,13
Telangana,2021,1,11.72,31.1,49.4,24.6,2.2,0,0.158,18
Tamil Nadu,2022,4,2.86,19.7,38.2,11.1,0.0,0,0.171,13
Tamil Nadu,2020,3,12.18,24.6,96.9,46.5,0.0,0,0.638,21
Karnataka,2023,8,25.54,43.2,94.0,21.2,0.0,1,0.247,34
West Bengal,2022,6,27.12,16.5,97.8,20.1,0.0,1,0.36,42
Uttar Pradesh,2024,4,15.47,9.1,55.8,25.8,0.0,0,0.24,14
Bihar,2020,10,1.73,26.8,52.0,13.9,0.0,0,0.278,14
Tamil Nadu,2023,1,17.68,13.1,80.3,17.6,1.5,0,0.251,10
Uttar Pradesh,2021,9,2.24,28.8,23.1,1.3,0.0,0,0.458,18
Kerala,2020,2,11.75,23.2,55.6,6.8,3.1,0,0.308,16
Telangana,2021,3,2.63,32.5,69.0,3.8,0.0,0,0.332,1
Gujarat,2019,9,32.39,12.5,42.3,20.8,0.0,1,0.621,0
Gujarat,2024,4,5.98,44.6,48.6,27.0,0.0,0,0.277,33
Gujarat,2020,9,0.4,42.8,78.4,3.3,0.0,0,0.221,8
Assam,2023,4,1.96,22.3,87.2,22.8,0.0,0,0.435,21
Gujarat,2021,1,3.65,13.7,21.2,22.3,2.1,0,0.199,1
Gujarat,2020,10,7.57,18.5,75.8,22.1,0.0,0,0.199,23
Rajasthan,2020,12,11.43,42.4,78.8,26.9,1.3,0,0.497,7
Karnataka,2023,8,1.75,34.5,45.0,22.0,0.0,0,0.276,38
Telangana,2021,7,10.48,40.9,43.8,28.3,0.0,0,0.59,37
Kerala,2020,7,10.66,45.3,77.5,24.5,0.0,0,0.359,12
Gujarat,2019,6,32.58,17.8,62.5,17.0,0.0,1,0.534,23
Haryana,2024,6,0.22,16.8,48.3,17.9,0.0,0,0.294,41
Rajasthan,2020,11,3.91,24.8,54.7,14.4,0.5,0,0.331,36
Tamil Nadu,2019,5,10.97,24.3,90.0,8.3,0.0,0,0.223,22
Gujarat,2019,4,10.98,27.6,24.3,11.7,0.0,0,0.211,44
Haryana,2021,3,1.18,30.5,79.7,29.7,0.0,0,0.187,8
Punjab,2019,7,18.59,13.2,80.0,13.9,0.0,0,0.269,20
Bihar,2023,9,7.51,34.2,32.5,27.8,0.0,0,0.197,15
Rajasthan,2021,10,15.4,37.1,56.4,20.5,0.0,0,0.205,0
Telangana,2022,5,20.87,42.0,37.1,18.2,0.0,0,0.268,7
Madhya Pradesh,2022,9,0.16,21.9,31.9,16.8,0.0,0,0.08,41
Bihar,2019,10,8.72,42.8,57.4,8.2,0.0,0,0.398,39
Gujarat,2019,8,0.55,45.2,21.0,19.8,0.0,0,0.193,39
Assam,2022,8,0.4,29.0,31.2,17.3,0.0,0,0.299,44
Rajasthan,2020,7,3.64,43.4,97.0,9.0,0.0,0,0.158,35
Kerala,2022,4,4.87,33.7,81.3,28.2,0.0,0,0.317,18
Assam,2024,11,2.36,39.1,43.8,2.7,1.4,0,0.483,12
Punjab,2019,11,1.82,19.2,29.7,10.8,0.4,0,0.357,33
Kerala,2023,6,10.49,36.3,77.6,31.1,0.0,0,0.458,38
Uttar Pradesh,2022,2,10.73,33.0,57.3,16.2,0.4,0,0.174,20
Punjab,2019,6,12.19,27.8,60.0,28.3,0.0,0,0.33,42
Telangana,2024,4,8.5,43.4,55.1,1.0,0.0,0,0.441,44
Haryana,2019,11,14.09,41.1,36.7,15.7,1.6,0,0.247,41
Assam,2019,1,28.69,33.1,39.8,19.3,2.0,1,0.389,5
Kerala,2020,2,2.18,8.3,33.3,6.8,0.4,0,0.027,11
Punjab,2021,6,1.66,9.8,79.2,18.3,0.0,0,0.311,37
Bihar,2022,12,5.57,20.8,40.1,5.8,0.2,0,0.205,17
Uttar Pradesh,2024,7,3.3,38.7,36.3,25.9,0.0,0,0.26,24
Gujarat,2023,2,16.99,14.7,93.1,10.4,1.5,0,0.274,19
Punjab,2020,1,16.05,26.8,95.7,9.2,0.4,0,0.593,39
Madhya Pradesh,2021,2,10.94,42.5,26.2,28.9,0.5,0,0.257,22
Maharashtra,2020,10,2.57,26.7,90.5,32.7,0.0,0,0.068,42
Telangana,2020,1,4.65,45.2,78.5,30.4,2.7,0,0.467,45
Assam,2024,11,17.9,26.1,74.1,10.2,0.6,0,0.383,9
Telangana,2024,7,15.21,39.5,88.5,53.4,0.0,0,0.338,1
Uttar Pradesh,2021,11,8.42,8.4,55.1,19.8,1.7,0,0.882,5
Telangana,2021,1,0.06,42.9,53.8,18.8,4.7,0,0.4,11
Telangana,2019,5,2.32,26.7,62.8,49.3,0.0,0,0.24,12
Odisha,2020,2,1.6,33.4,82.5,0.9,0.7,0,0.801,0
Punjab,2021,4,3.18,45.7,41.4,12.0,0.0,0,0.16,8
Gujarat,2019,8,13.95,42.2,49.0,11.2,0.0,0,0.136,26
Gujarat,2023,2,1.58,29.3,34.7,27.2,0.9,0,0.14,21
Telangana,2020,12,9.39,18.7,60.3,27.4,0.4,0,0.207,18
Punjab,2020,9,3.91,15.0,83.0,13.0,0.0,0,0.607,38
Gujarat,2023,7,17.76,13.5,45.8,11.1,0.0,0,0.126,14
Karnataka,2023,1,8.56,9.1,58.1,21.1,3.3,0,0.235,33
Punjab,2019,2,27.37,43.8,79.2,30.0,0.8,1,0.666,13
West Bengal,2020,11,5.94,26.9,66.6,28.7,4.2,0,0.31,36
Tamil Nadu,2022,1,0.33,19.8,61.0,12.0,1.3,0,0.438,8
Assam,2024,8,5.1,16.5,52.6,32.5,0.0,0,0.429,8
Bihar,2024,3,6.23,12.4,82.5,17.3,0.0,0,0.201,8
West Bengal,2022,4,4.5,15.9,42.7,1.8,0.0,0,0.55,41
Odisha,2024,10,4.51,27.3,83.2,26.5,0.0,0,0.248,5
Madhya Pradesh,2020,12,1.25,28.7,94.3,38.6,0.5,0,0.384,12
West Bengal,2020,7,5.4,19.1,83.2,4.8,0.0,0,0.598,35
Bihar,2022,7,2.49,13.5,72.0,25.9,0.0,0,0.195,4
Uttar Pradesh,2020,10,1.54,16.2,77.1,25.0,0.0,0,0.604,30
Odisha,2022,7,11.92,20.5,96.1,7.0,0.0,0,0.376,17
Telangana,2019,6,1.89,9.4,50.3,1.3,0.0,0,0.109,21
Haryana,2021,7,4.71,30.3,56.9,0.4,0.0,0,0.028,2
Madhya Pradesh,2019,12,2.96,12.2,86.7,39.5,0.4,0,0.515,8
Gujarat,2019,4,8.28,38.0,65.6,19.1,0.0,0,0.242,36
Kerala,2022,10,4.62,30.3,89.8,36.1,0.0,0,0.164,5
Haryana,2024,2,8.42,29.9,70.9,17.0,1.1,0,0.336,11
Punjab,2020,2,6.33,44.1,63.6,7.8,1.3,0,0.357,43
Bihar,2020,10,2.57,15.9,35.5,8.2,0.0,0,0.588,43
Telangana,2022,11,1.87,44.9,55.6,23.0,1.3,0,0.496,42
Bihar,2023,8,1.97,30.5,58.7,26.4,0.0,0,0.214,3
Maharashtra,2023,7,8.4,16.5,58.0,23.9,0.0,0,0.483,8
Madhya Pradesh,2020,4,23.0,41.6,51.1,20.8,0.0,0,0.379,38
Assam,2023,11,9.27,27.7,39.0,8.7,3.4,0,0.506,8
Odisha,2021,3,0.77,24.0,26.8,15.9,0.0,0,0.096,2
Gujarat,2022,8,18.05,26.1,62.0,14.7,0.0,0,0.287,30
Punjab,2019,11,0.24,39.7,21.8,27.8,1.7,0,0.284,28
Assam,2022,5,0.71,15.3,42.7,27.5,0.0,0,0.221,5
Kerala,2019,12,4.59,17.5,32.0,4.1,0.3,0,0.61,24
Maharashtra,2021,10,0.58,26.8,78.0,1.2,0.0,0,0.093,13
Punjab,2020,1,4.33,38.2,68.2,19.9,1.0,0,0.12,9
Karnataka,2019,11,6.7,24.8,27.8,39.5,2.7,0,0.23,14
Madhya Pradesh,2020,7,7.64,17.3,25.5,30.8,0.0,0,0.492,20
West Bengal,2024,12,5.98,14.1,32.0,20.0,1.1,0,0.418,20
Haryana,2020,12,2.06,38.0,84.8,18.6,0.5,0,0.738,15
Punjab,2024,7,8.93,18.9,37.0,12.7,0.0,0,0.199,14
Odisha,2024,8,16.14,43.2,26.3,17.3,0.0,0,0.302,40
West Bengal,2022,1,34.58,45.9,48.2,37.2,0.9,1,0.305,9
West Bengal,2024,4,9.4,45.9,91.4,3.4,0.0,0,0.214,27
Punjab,2021,8,4.38,11.2,82.7,5.8,0.0,0,0.465,10
Karnataka,2020,10,3.58,8.3,80.8,13.6,0.0,0,0.232,22
Odisha,2022,11,10.6,42.1,56.2,14.8,0.2,0,0.336,1
Rajasthan,2023,8,0.32,22.7,54.3,7.7,0.0,0,0.26,2
Uttar Pradesh,2022,6,10.41,22.0,22.5,16.3,0.0,0,0.225,17
Haryana,2022,5,3.41,17.1,38.4,5.4,0.0,0,0.134,37
Karnataka,2022,11,1.5,33.4,76.9,14.2,0.4,0,0.207,20
Karnataka,2021,9,2.55,19.5,91.1,19.3,0.0,0,0.294,44
Karnataka,2022,2,0.7,33.8,47.8,34.7,0.1,0,0.456,35
Uttar Pradesh,2020,4,3.07,37.8,79.3,11.9,0.0,0,0.217,32
Telangana,2024,9,2.06,22.2,94.0,16.3,0.0,0,0.109,11
Rajasthan,2020,7,12.02,10.0,45.6,15.8,0.0,0,0.414,42
Uttar Pradesh,2023,10,4.55,31.3,20.5,26.4,0.0,0,0.165,0
Assam,2022,9,16.85,15.1,86.2,29.2,0.0,0,0.238,40
Haryana,2024,6,2.07,18.5,73.7,31.9,0.0,0,0.293,28
Punjab,2019,1,1.04,42.0,94.4,25.7,1.7,0,0.053,34
Assam,2024,3,2.27,45.1,92.6,15.8,0.0,0,0.347,17
West Bengal,2019,10,4.32,23.5,59.8,2.8,0.0,0,0.362,8
Haryana,2022,10,1.5,18.7,94.8,9.4,0.0,0,0.301,38
Telangana,2022,3,5.88,37.0,94.6,30.4,0.0,0,0.465,12
Tamil Nadu,2024,9,1.24,32.6,70.0,14.0,0.0,0,0.235,17
Uttar Pradesh,2024,3,2.84,16.9,38.1,9.6,0.0,0,0.626,34
West Bengal,2023,8,15.33,21.3,57.7,17.6,0.0,0,0.543,41
Uttar Pradesh,2021,5,1.55,15.6,32.2,14.7,0.0,0,0.45,45
Uttar Pradesh,2020,4,2.64,32.2,35.3,12.9,0.0,0,0.121,3
Gujarat,2023,8,2.63,17.3,35.9,15.0,0.0,0,0.274,25
Bihar,2024,7,8.11,30.5,83.4,19.8,0.0,0,0.537,18
Bihar,2021,7,4.47,34.0,66.6,47.2,0.0,0,0.239,44
Odisha,2023,6,6.3,13.7,29.7,19.1,0.0,0,0.355,29
Uttar Pradesh,2024,2,11.82,29.8,72.2,26.1,0.9,0,0.206,8
Telangana,2020,7,2.26,37.2,52.1,6.8,0.0,0,0.255,21
Rajasthan,2023,3,0.88,17.3,84.1,15.7,0.0,0,0.596,33
Odisha,2022,10,8.38,39.1,45.4,13.1,0.0,0,0.3,25
Telangana,2021,9,3.13,23.8,53.3,10.4,0.0,0,0.069,43
Gujarat,2024,5,17.28,30.5,37.2,24.3,0.0,0,0.294,6
Telangana,2020,2,1.35,28.7,77.9,23.5,1.5,0,0.206,28
Madhya Pradesh,2024,1,8.76,17.8,70.3,3.8,3.9,0,0.151,20
Odisha,2019,11,7.9,22.8,85.4,18.0,0.4,0,0.876,13
Bihar,2022,7,7.01,24.4,83.8,32.8,0.0,0,0.178,14
Gujarat,2020,1,21.96,23.0,59.0,7.1,0.8,0,0.378,10
Assam,2019,6,12.58,35.8,66.7,26.6,0.0,0,0.456,10
