city,road_type,primary_cause,severity,year,month,hour,vehicles_involved,injuries,fatalities,speed_kmh,visibility_m,road_lighting,road_divider,ambulance_response_min
Kolkata,Village Road,Drunk Driving,Property Damage Only,2024,10,20,4,1,0,27.0,989,Non-Functional,Present,7.4
Jodhpur,Expressway,Animal on Road,Grievous Injury,2023,5,10,4,0,0,51.7,592,Absent,Absent,29.1
Mumbai,Industrial Zone,Rain/Wet Road,Grievous Injury,2022,9,22,2,4,0,34.6,205,Non-Functional,Present,17.6
Mysuru,State Highway,Animal on Road,Grievous Injury,2019,9,0,3,4,0,63.1,942,Non-Functional,Absent,23.8
Mumbai,Expressway,Overloaded Vehicle,Grievous Injury,2023,5,5,2,6,0,75.8,763,Absent,Absent,41.7
Meerut,State Highway,Rain/Wet Road,Minor Injury,2021,8,0,2,4,0,71.1,956,Functional,Present,19.7
Delhi,Industrial Zone,Signal Jumping,Minor Injury,2018,10,23,3,1,0,71.8,358,Absent,Absent,22.4
Amritsar,City Ring Road,Animal on Road,Minor Injury,2020,2,1,1,2,0,10.0,808,Functional,Present,19.0
Ghaziabad,Village Road,Mobile Phone Use,Fatal,2023,12,11,1,3,1,64.6,313,Functional,Absent,21.4
Ghaziabad,Hill Road,Driver Fatigue,Grievous Injury,2023,6,21,2,2,0,49.0,891,Absent,Present,22.0
Amritsar,Hill Road,Overloaded Vehicle,Minor Injury,2018,1,20,3,5,0,65.1,579,Functional,Absent,16.6
Rajkot,Hill Road,Signal Jumping,Minor Injury,2023,12,16,3,4,0,56.8,457,Non-Functional,Absent,8.9
Allahabad,City Ring Road,Tyre Burst,Minor Injury,2018,11,5,2,3,0,28.3,764,Functional,Present,11.3
Agra,Village Road,Fog/Low Visibility,Grievous Injury,2023,8,20,3,3,0,52.0,205,Functional,Absent,17.9
Meerut,Village Road,Wrong-Side Driving,Minor Injury,2023,4,13,3,2,0,45.2,59,Functional,Absent,8.4
Kolkata,Coastal Road,Pedestrian Jaywalking,Grievous Injury,2023,4,23,2,6,0,70.6,740,Functional,Absent,39.3
Hyderabad,State Highway,Wrong-Side Driving,Minor Injury,2021,2,22,3,1,0,10.0,392,Functional,Present,19.9
Surat,National Highway,Tyre Burst,Fatal,2022,4,1,4,3,0,65.5,41,Non-Functional,Absent,17.6
Faridabad,State Highway,Signal Jumping,Fatal,2023,8,4,4,5,1,47.7,586,Functional,Present,24.5
Ahmedabad,State Highway,Tyre Burst,Minor Injury,2020,7,9,4,5,0,62.5,819,Functional,Absent,13.5
Meerut,National Highway,Driver Fatigue,Property Damage Only,2020,3,15,1,5,0,72.0,94,Absent,Absent,16.5
Ahmedabad,Coastal Road,Animal on Road,Fatal,2024,9,11,2,5,0,80.5,379,Functional,Absent,10.3
Varanasi,State Highway,Wrong-Side Driving,Property Damage Only,2020,5,19,4,2,0,82.8,262,Functional,Absent,33.3
Bhopal,State Highway,Poor Road Condition,Property Damage Only,2020,12,14,3,6,0,55.2,800,Functional,Absent,10.0
Jodhpur,Coastal Road,Driver Fatigue,Fatal,2023,11,18,3,3,2,28.1,491,Non-Functional,Present,17.2
Mumbai,National Highway,Drunk Driving,Minor Injury,2024,8,3,2,1,0,81.2,210,Functional,Absent,10.0
Mysuru,Hill Road,Over-speeding,Grievous Injury,2023,10,2,3,0,0,105.8,29,Functional,Absent,4.0
Allahabad,State Highway,Brake Failure,Property Damage Only,2020,4,16,4,5,0,56.5,956,Absent,Absent,23.3
Mumbai,National Highway,Signal Jumping,Fatal,2020,3,1,1,4,1,37.7,460,Absent,Present,13.5
Delhi,Hill Road,Over-speeding,Fatal,2020,8,15,2,1,3,34.1,454,Non-Functional,Absent,18.3
Kolkata,Urban Arterial,Drunk Driving,Minor Injury,2019,8,20,1,1,0,51.1,847,Functional,Absent,7.7
Bengaluru,Urban Arterial,Signal Jumping,Minor Injury,2021,4,19,4,3,0,44.5,598,Functional,Absent,22.1
Kochi,National Highway,Tyre Burst,Property Damage Only,2021,10,7,2,4,0,32.3,729,Functional,Absent,18.7
Varanasi,State Highway,Pothole,Grievous Injury,2023,1,7,3,5,0,95.8,836,Non-Functional,Present,26.3
Meerut,Urban Arterial,Pothole,Grievous Injury,2024,1,12,2,3,0,49.7,255,Functional,Present,10.7
Nashik,Hill Road,Fog/Low Visibility,Minor Injury,2021,4,2,2,2,0,90.9,358,Non-Functional,Absent,9.3
Delhi,City Ring Road,Mobile Phone Use,Grievous Injury,2018,9,3,4,2,0,47.2,897,Non-Functional,Absent,17.1
Rajkot,Expressway,Brake Failure,Property Damage Only,2019,2,7,1,1,0,10.0,959,Functional,Present,16.4
Ghaziabad,City Ring Road,Rain/Wet Road,Minor Injury,2022,2,21,3,5,0,57.3,234,Absent,Present,12.4
Bengaluru,Urban Arterial,Pothole,Minor Injury,2020,2,7,2,6,0,26.0,500,Absent,Absent,16.3
Agra,Village Road,Tyre Burst,Property Damage Only,2018,4,17,2,4,0,72.1,431,Absent,Present,15.0
Delhi,Urban Arterial,Pedestrian Jaywalking,Property Damage Only,2021,10,18,1,0,0,42.0,745,Functional,Absent,21.1
Jodhpur,Coastal Road,Tyre Burst,Minor Injury,2018,3,13,1,5,0,75.4,721,Absent,Present,10.6
Guwahati,National Highway,Brake Failure,Fatal,2018,8,8,1,5,0,62.6,601,Functional,Present,11.4
Chandigarh,Expressway,Animal on Road,Property Damage Only,2018,5,5,1,5,0,44.9,545,Non-Functional,Absent,26.7
Ahmedabad,Hill Road,Wrong-Side Driving,Minor Injury,2019,4,3,3,4,0,77.2,638,Absent,Absent,14.1
Chandigarh,Expressway,Pedestrian Jaywalking,Grievous Injury,2024,11,11,4,1,0,24.8,35,Functional,Present,17.6
Agra,National Highway,Driver Fatigue,Property Damage Only,2020,5,5,4,5,0,53.5,546,Functional,Absent,22.0
Hyderabad,Coastal Road,Overloaded Vehicle,Minor Injury,2019,6,10,4,5,0,44.6,829,Non-Functional,Absent,16.0
Allahabad,Village Road,Signal Jumping,Fatal,2024,12,19,4,1,1,10.7,798,Functional,Absent,11.2
Agra,Urban Arterial,Pedestrian Jaywalking,Property Damage Only,2019,2,21,2,3,0,56.6,256,Non-Functional,Absent,8.8
Rajkot,Urban Arterial,Over-speeding,Minor Injury,2023,5,8,2,3,0,64.7,627,Absent,Present,31.2
Agra,Urban Arterial,Fog/Low Visibility,Fatal,2018,5,1,4,4,2,43.8,368,Functional,Absent,18.5
Ghaziabad,Urban Arterial,Overloaded Vehicle,Minor Injury,2021,10,1,2,0,0,69.2,939,Non-Functional,Absent,15.5
Faridabad,Expressway,Poor Road Condition,Grievous Injury,2021,1,15,2,1,0,37.4,257,Absent,Absent,25.1
Ranchi,Coastal Road,Pedestrian Jaywalking,Minor Injury,2021,3,17,4,6,0,76.6,262,Absent,Absent,25.0
Agra,City Ring Road,Over-speeding,Property Damage Only,2020,4,11,3,3,0,55.5,312,Functional,Absent,12.8
Hyderabad,Expressway,Signal Jumping,Fatal,2020,2,10,2,6,0,60.1,114,Non-Functional,Absent,18.3
Coimbatore,State Highway,Mobile Phone Use,Minor Injury,2022,8,15,4,5,0,84.4,575,Functional,Absent,26.9
Jodhpur,Expressway,Animal on Road,Minor Injury,2023,12,17,4,1,0,92.6,561,Non-Functional,Present,20.0
Coimbatore,Industrial Zone,Mobile Phone Use,Fatal,2021,6,15,1,1,0,53.8,745,Functional,Present,16.4
Visakhapatnam,City Ring Road,Animal on Road,Property Damage Only,2023,10,14,1,2,0,18.1,239,Non-Functional,Absent,10.1
Surat,Village Road,Pedestrian Jaywalking,Minor Injury,2022,5,19,1,3,0,51.4,67,Non-Functional,Present,4.0
Indore,Urban Arterial,Tyre Burst,Fatal,2022,6,11,1,1,1,81.5,720,Functional,Absent,26.5
Chandigarh,Urban Arterial,Rain/Wet Road,Minor Injury,2024,2,8,2,3,0,60.2,908,Functional,Absent,16.9
Amritsar,Industrial Zone,Fog/Low Visibility,Property Damage Only,2021,10,5,2,2,0,10.0,706,Functional,Absent,6.0
Varanasi,Hill Road,Tyre Burst,Minor Injury,2024,5,10,4,2,0,15.3,164,Functional,Present,27.1
Kanpur,City Ring Road,Tyre Burst,Fatal,2018,9,16,3,2,3,51.2,395,Functional,Absent,25.4
Indore,Hill Road,Animal on Road,Grievous Injury,2023,11,11,1,6,0,59.0,350,Non-Functional,Absent,20.7
Mumbai,State Highway,Pothole,Property Damage Only,2021,1,1,1,0,0,54.4,426,Functional,Present,20.5
Guwahati,Hill Road,Fog/Low Visibility,Minor Injury,2024,12,19,2,4,0,78.5,440,Non-Functional,Present,15.5
Raipur,City Ring Road,Poor Road Condition,Grievous Injury,2021,12,21,1,3,0,71.2,786,Absent,Present,20.7
Meerut,Industrial Zone,Mobile Phone Use,Property Damage Only,2023,3,16,4,0,0,35.1,140,Non-Functional,Present,16.8
Amritsar,Coastal Road,Driver Fatigue,Minor Injury,2020,12,3,4,1,0,71.4,602,Absent,Absent,20.1
Bengaluru,Coastal Road,Wrong-Side Driving,Minor Injury,2023,4,0,4,6,0,52.1,763,Functional,Present,28.3
Ranchi,National Highway,Overloaded Vehicle,Grievous Injury,2024,7,7,4,4,0,27.1,405,Non-Functional,Absent,15.8
Ahmedabad,Urban Arterial,Driver Fatigue,Minor Injury,2024,11,11,3,0,0,50.6,728,Non-Functional,Absent,15.2
Chandigarh,State Highway,Over-speeding,Property Damage Only,2024,2,9,3,3,0,45.2,104,Non-Functional,Absent,9.4
Allahabad,State Highway,Tyre Burst,Fatal,2019,4,21,3,5,0,56.6,522,Functional,Absent,13.0
Hyderabad,Coastal Road,Overloaded Vehicle,Grievous Injury,2019,7,17,2,2,0,63.8,950,Functional,Present,18.0
Coimbatore,Hill Road,Rain/Wet Road,Property Damage Only,2024,8,14,4,1,0,50.6,105,Functional,Present,22.5
Ghaziabad,Village Road,Poor Road Condition,Minor Injury,2020,12,8,1,6,0,41.0,754,Functional,Absent,20.7
Jodhpur,State Highway,Overloaded Vehicle,Minor Injury,2022,11,16,1,5,0,44.4,670,Non-Functional,Present,13.6
Ahmedabad,Industrial Zone,Poor Road Condition,Minor Injury,2020,7,1,4,4,0,36.8,971,Absent,Present,18.1
Ahmedabad,Urban Arterial,Pedestrian Jaywalking,Property Damage Only,2018,1,4,4,5,0,40.4,467,Absent,Absent,8.1
Indore,Coastal Road,Wrong-Side Driving,Fatal,2023,7,21,3,2,0,49.8,600,Functional,Present,19.3
Nashik,State Highway,Animal on Road,Grievous Injury,2023,3,21,4,5,0,64.6,567,Absent,Absent,17.9
Surat,Industrial Zone,Driver Fatigue,Minor Injury,2022,9,23,4,4,0,26.3,739,Functional,Present,9.9
Chandigarh,Village Road,Wrong-Side Driving,Grievous Injury,2024,11,5,4,2,0,76.0,119,Non-Functional,Absent,33.6
Meerut,Industrial Zone,Poor Road Condition,Minor Injury,2024,8,14,1,3,0,41.2,216,Non-Functional,Present,31.6
Ranchi,Industrial Zone,Driver Fatigue,Fatal,2019,2,4,1,0,0,75.8,813,Non-Functional,Absent,5.5
Coimbatore,City Ring Road,Driver Fatigue,Minor Injury,2022,7,8,4,5,0,54.0,820,Non-Functional,Present,10.9
Ghaziabad,Village Road,Mobile Phone Use,Fatal,2021,12,23,1,0,0,39.3,172,Functional,Absent,21.0
Ahmedabad,Industrial Zone,Driver Fatigue,Grievous Injury,2021,10,5,4,4,0,85.0,174,Absent,Present,28.4
Delhi,National Highway,Pedestrian Jaywalking,Fatal,2021,8,7,1,0,1,42.1,664,Functional,Absent,26.5
Ahmedabad,Coastal Road,Animal on Road,Fatal,2019,4,15,1,2,3,61.9,568,Non-Functional,Absent,14.3
Pune,Coastal Road,Brake Failure,Grievous Injury,2019,10,6,4,2,0,53.5,75,Non-Functional,Absent,23.3
Surat,State Highway,Driver Fatigue,Property Damage Only,2022,10,5,2,2,0,60.2,484,Functional,Absent,18.1
Surat,Village Road,Signal Jumping,Fatal,2018,9,4,4,4,2,62.4,317,Non-Functional,Present,16.8
Mysuru,City Ring Road,Drunk Driving,Fatal,2019,12,9,4,0,0,57.7,218,Functional,Present,12.8
Guwahati,Industrial Zone,Over-speeding,Grievous Injury,2018,10,10,2,5,0,74.2,323,Functional,Absent,16.5
Coimbatore,Village Road,Animal on Road,Grievous Injury,2019,4,9,4,1,0,42.1,686,Non-Functional,Present,23.9
Allahabad,Urban Arterial,Over-speeding,Grievous Injury,2023,7,14,2,4,0,54.3,481,Functional,Absent,21.7
Indore,City Ring Road,Brake Failure,Property Damage Only,2021,12,12,3,3,0,51.6,142,Absent,Absent,16.1
Pune,Hill Road,Signal Jumping,Property Damage Only,2018,2,10,4,6,0,65.9,971,Absent,Present,15.5
Lucknow,National Highway,Pedestrian Jaywalking,Property Damage Only,2018,2,20,3,2,0,61.1,744,Non-Functional,Absent,18.5
Patna,State Highway,Overloaded Vehicle,Minor Injury,2021,1,8,3,0,0,19.6,845,Functional,Present,25.0
Kochi,Hill Road,Fog/Low Visibility,Minor Injury,2020,1,13,1,5,0,80.2,265,Functional,Absent,19.9
Mumbai,Urban Arterial,Wrong-Side Driving,Minor Injury,2023,5,8,1,4,0,45.5,535,Non-Functional,Present,28.6
Kanpur,Village Road,Animal on Road,Fatal,2022,9,3,4,1,0,18.9,170,Non-Functional,Absent,11.0
Ahmedabad,Urban Arterial,Tyre Burst,Grievous Injury,2024,10,23,2,1,0,31.4,645,Functional,Present,17.1
Agra,Expressway,Poor Road Condition,Grievous Injury,2024,7,13,2,6,0,56.2,216,Functional,Absent,36.6
Mumbai,Urban Arterial,Drunk Driving,Minor Injury,2023,10,22,1,2,0,44.1,400,Functional,Absent,28.0
Bengaluru,City Ring Road,Poor Road Condition,Fatal,2020,1,10,3,1,1,46.1,360,Functional,Present,22.5
Ghaziabad,Hill Road,Fog/Low Visibility,Minor Injury,2018,11,6,3,5,0,57.2,734,Non-Functional,Present,6.1
Ahmedabad,National Highway,Signal Jumping,Minor Injury,2019,10,23,3,5,0,55.7,820,Functional,Absent,17.0
Meerut,Urban Arterial,Mobile Phone Use,Grievous Injury,2018,5,8,3,0,0,70.5,591,Non-Functional,Absent,17.4
Allahabad,National Highway,Driver Fatigue,Minor Injury,2021,8,17,4,4,0,55.0,966,Functional,Absent,16.4
Mumbai,Industrial Zone,Wrong-Side Driving,Property Damage Only,2023,12,6,2,6,0,34.2,380,Functional,Absent,6.5
Varanasi,Industrial Zone,Tyre Burst,Grievous Injury,2023,8,22,2,5,0,70.8,494,Functional,Absent,24.8
Guwahati,Village Road,Mobile Phone Use,Minor Injury,2018,5,17,2,6,0,55.6,761,Functional,Present,20.9
Faridabad,National Highway,Rain/Wet Road,Fatal,2019,12,13,1,0,2,46.6,425,Functional,Present,14.9
Patna,Industrial Zone,Signal Jumping,Property Damage Only,2021,9,8,4,1,0,66.5,914,Absent,Absent,17.7
Chennai,State Highway,Pedestrian Jaywalking,Fatal,2020,2,7,4,5,0,58.2,912,Functional,Present,23.3
Coimbatore,Urban Arterial,Animal on Road,Minor Injury,2020,7,19,3,2,0,32.4,344,Absent,Present,18.0
Nagpur,Village Road,Over-speeding,Minor Injury,2020,7,10,3,1,0,70.4,472,Functional,Absent,25.9
Pune,State Highway,Signal Jumping,Minor Injury,2020,8,17,2,1,0,88.9,972,Functional,Absent,22.7
Faridabad,Expressway,Fog/Low Visibility,Fatal,2019,10,20,1,5,1,55.0,68,Functional,Absent,6.0
Allahabad,State Highway,Poor Road Condition,Property Damage Only,2021,5,14,3,2,0,60.1,956,Functional,Absent,12.7
Jaipur,Expressway,Overloaded Vehicle,Fatal,2024,6,4,2,6,3,47.1,972,Functional,Absent,12.9
Jodhpur,Coastal Road,Signal Jumping,Grievous Injury,2021,6,19,2,5,0,52.4,342,Functional,Present,32.2
Raipur,Village Road,Wrong-Side Driving,Minor Injury,2023,4,3,4,3,0,42.3,194,Functional,Present,10.5
Ranchi,Hill Road,Fog/Low Visibility,Grievous Injury,2018,5,11,3,5,0,67.9,1000,Non-Functional,Absent,24.2
Mumbai,National Highway,Pedestrian Jaywalking,Fatal,2022,5,2,1,6,2,40.2,759,Absent,Absent,19.7
Faridabad,City Ring Road,Animal on Road,Property Damage Only,2023,2,3,3,2,0,44.6,449,Functional,Absent,17.4
Chennai,Industrial Zone,Driver Fatigue,Property Damage Only,2019,3,19,3,5,0,32.7,967,Functional,Present,29.5
Agra,Expressway,Wrong-Side Driving,Fatal,2020,9,13,1,5,3,49.9,321,Functional,Absent,10.9
Visakhapatnam,Expressway,Pedestrian Jaywalking,Grievous Injury,2023,8,19,4,2,0,53.7,373,Non-Functional,Absent,18.1
Ghaziabad,Industrial Zone,Rain/Wet Road,Grievous Injury,2020,2,11,3,5,0,37.5,831,Absent,Absent,18.6
Rajkot,National Highway,Over-speeding,Grievous Injury,2024,2,12,2,3,0,23.9,491,Functional,Absent,20.3
Kochi,Hill Road,Pothole,Minor Injury,2019,4,13,3,6,0,103.1,326,Absent,Present,19.6
Hyderabad,Expressway,Tyre Burst,Property Damage Only,2024,8,21,3,3,0,46.3,178,Absent,Present,8.4
Guwahati,State Highway,Over-speeding,Minor Injury,2022,10,20,4,2,0,55.8,222,Non-Functional,Present,18.5
Rajkot,Expressway,Pedestrian Jaywalking,Fatal,2020,9,14,1,3,2,59.9,313,Non-Functional,Present,15.1
Bengaluru,Village Road,Wrong-Side Driving,Grievous Injury,2021,10,12,2,0,0,54.5,343,Functional,Present,16.1
Varanasi,State Highway,Animal on Road,Grievous Injury,2018,12,16,4,1,0,26.2,255,Absent,Absent,11.0
Kanpur,Industrial Zone,Animal on Road,Minor Injury,2023,11,23,3,4,0,46.9,777,Functional,Absent,5.9
Raipur,Industrial Zone,Poor Road Condition,Minor Injury,2020,4,18,3,3,0,56.2,538,Functional,Absent,15.9
Mumbai,National Highway,Tyre Burst,Property Damage Only,2024,2,19,3,4,0,67.1,453,Functional,Present,23.7
Jodhpur,Hill Road,Pothole,Property Damage Only,2019,5,12,1,5,0,52.7,519,Absent,Absent,15.7
Indore,Coastal Road,Pedestrian Jaywalking,Minor Injury,2018,12,10,2,6,0,87.2,674,Functional,Absent,11.9
Visakhapatnam,City Ring Road,Mobile Phone Use,Grievous Injury,2021,1,6,2,2,0,44.0,841,Functional,Absent,16.4
Raipur,Urban Arterial,Poor Road Condition,Fatal,2018,12,22,3,1,2,79.2,499,Functional,Absent,19.4
Mysuru,Industrial Zone,Signal Jumping,Grievous Injury,2018,12,8,2,4,0,49.4,355,Functional,Present,17.5
Guwahati,Expressway,Overloaded Vehicle,Fatal,2021,11,2,1,3,1,106.3,44,Functional,Absent,26.5
Visakhapatnam,City Ring Road,Tyre Burst,Fatal,2022,8,18,4,3,1,75.0,233,Non-Functional,Absent,30.7
Chandigarh,City Ring Road,Mobile Phone Use,Minor Injury,2021,3,2,2,0,0,86.4,219,Functional,Absent,23.6
Patna,City Ring Road,Mobile Phone Use,Minor Injury,2023,10,20,3,5,0,57.2,453,Functional,Absent,5.8
Chennai,Village Road,Mobile Phone Use,Minor Injury,2019,3,21,4,4,0,75.5,409,Non-Functional,Present,17.8
Kolkata,City Ring Road,Over-speeding,Grievous Injury,2022,5,1,4,5,0,38.2,360,Functional,Present,19.8
Faridabad,City Ring Road,Signal Jumping,Minor Injury,2021,3,23,3,5,0,69.3,485,Non-Functional,Present,4.0
Hyderabad,Industrial Zone,Over-speeding,Fatal,2018,4,17,1,3,2,50.8,942,Non-Functional,Absent,16.8
Guwahati,National Highway,Mobile Phone Use,Grievous Injury,2023,2,11,2,4,0,52.4,165,Non-Functional,Absent,31.4
Indore,Village Road,Fog/Low Visibility,Minor Injury,2019,11,20,4,2,0,88.4,199,Functional,Present,14.0
Agra,Expressway,Overloaded Vehicle,Property Damage Only,2021,8,17,3,2,0,52.1,666,Functional,Absent,22.9
Faridabad,City Ring Road,Tyre Burst,Minor Injury,2021,1,3,3,6,0,51.4,669,Non-Functional,Absent,11.1
Agra,Village Road,Signal Jumping,Minor Injury,2021,2,12,2,4,0,68.6,616,Non-Functional,Absent,18.7
Visakhapatnam,Hill Road,Over-speeding,Minor Injury,2023,10,16,4,0,0,34.0,68,Non-Functional,Present,6.6
Pune,Expressway,Drunk Driving,Property Damage Only,2024,10,0,1,4,0,68.9,101,Non-Functional,Present,10.5
Hyderabad,Village Road,Wrong-Side Driving,Minor Injury,2018,2,10,4,1,0,43.5,101,Non-Functional,Absent,22.3
Rajkot,National Highway,Poor Road Condition,Property Damage Only,2020,12,15,3,4,0,48.2,159,Non-Functional,Present,15.8
Varanasi,Urban Arterial,Fog/Low Visibility,Property Damage Only,2022,4,19,1,1,0,30.0,96,Functional,Present,22.6
Chandigarh,National Highway,Overloaded Vehicle,Property Damage Only,2022,5,14,4,1,0,36.7,423,Non-Functional,Absent,17.1
Kanpur,Industrial Zone,Drunk Driving,Fatal,2021,10,3,2,6,2,61.1,622,Functional,Absent,5.0
Coimbatore,City Ring Road,Over-speeding,Fatal,2022,5,21,3,2,3,56.1,245,Non-Functional,Present,14.4
Hyderabad,Village Road,Rain/Wet Road,Minor Injury,2021,10,23,3,5,0,42.2,300,Functional,Present,8.0
Visakhapatnam,National Highway,Overloaded Vehicle,Fatal,2020,9,9,2,6,2,48.0,977,Functional,Present,18.6
Ghaziabad,Industrial Zone,Brake Failure,Fatal,2023,3,6,4,2,2,52.1,711,Functional,Absent,15.4
Chandigarh,Coastal Road,Rain/Wet Road,Grievous Injury,2022,10,22,2,0,0,19.2,191,Non-Functional,Absent,19.5
Nashik,City Ring Road,Pothole,Minor Injury,2024,2,3,4,5,0,49.5,926,Non-Functional,Present,11.4
Jodhpur,City Ring Road,Overloaded Vehicle,Grievous Injury,2022,8,8,1,5,0,79.0,476,Functional,Present,25.0
Raipur,City Ring Road,Rain/Wet Road,Property Damage Only,2019,2,18,2,4,0,62.8,424,Functional,Absent,22.2
Bhopal,Village Road,Poor Road Condition,Minor Injury,2020,12,14,4,6,0,58.2,318,Non-Functional,Absent,15.3
Visakhapatnam,Hill Road,Tyre Burst,Grievous Injury,2023,12,13,4,4,0,95.2,530,Non-Functional,Present,7.2
Bhopal,Village Road,Pothole,Fatal,2020,3,8,2,3,2,54.1,155,Functional,Present,15.1
Nagpur,State Highway,Drunk Driving,Property Damage Only,2022,11,14,4,3,0,39.7,389,Functional,Present,20.5
Delhi,City Ring Road,Poor Road Condition,Grievous Injury,2023,6,21,1,1,0,35.7,825,Absent,Present,12.7
Hyderabad,State Highway,Fog/Low Visibility,Minor Injury,2023,8,16,1,3,0,91.5,721,Functional,Present,18.3
Jaipur,Village Road,Rain/Wet Road,Fatal,2021,5,17,1,6,0,98.6,267,Non-Functional,Absent,29.6
Varanasi,National Highway,Pedestrian Jaywalking,Minor Injury,2019,7,6,1,6,0,89.9,203,Non-Functional,Absent,9.6
Coimbatore,Hill Road,Animal on Road,Minor Injury,2018,11,4,2,5,0,32.2,363,Non-Functional,Absent,4.0
Kolkata,Coastal Road,Rain/Wet Road,Minor Injury,2020,3,14,4,4,0,40.7,258,Functional,Absent,8.3
Agra,Expressway,Rain/Wet Road,Grievous Injury,2020,4,15,1,0,0,29.1,79,Functional,Present,18.4
Varanasi,Hill Road,Drunk Driving,Property Damage Only,2023,1,16,3,1,0,29.6,47,Functional,Absent,20.2
Jaipur,Expressway,Wrong-Side Driving,Fatal,2021,10,0,1,6,1,67.4,707,Functional,Present,26.8
Nagpur,Industrial Zone,Over-speeding,Minor Injury,2023,11,4,3,2,0,43.9,33,Non-Functional,Absent,17.7
Raipur,Urban Arterial,Wrong-Side Driving,Minor Injury,2019,2,3,3,2,0,44.6,905,Absent,Absent,29.5
Kochi,Industrial Zone,Wrong-Side Driving,Grievous Injury,2023,3,6,2,0,0,68.5,325,Non-Functional,Absent,10.7
Indore,National Highway,Pedestrian Jaywalking,Property Damage Only,2024,7,4,2,4,0,19.6,825,Absent,Present,16.8
Patna,City Ring Road,Pothole,Grievous Injury,2018,4,12,4,2,0,38.0,407,Functional,Present,18.3
Bengaluru,Coastal Road,Overloaded Vehicle,Fatal,2018,6,20,4,1,3,19.8,639,Non-Functional,Present,14.2
Bengaluru,Village Road,Mobile Phone Use,Grievous Injury,2019,4,13,3,4,0,38.4,669,Functional,Absent,31.6
Delhi,Village Road,Overloaded Vehicle,Grievous Injury,2020,10,19,4,1,0,97.3,802,Functional,Absent,21.1
Amritsar,National Highway,Over-speeding,Minor Injury,2023,8,3,3,2,0,24.6,430,Functional,Present,8.2
Meerut,Coastal Road,Brake Failure,Minor Injury,2022,7,20,2,6,0,60.1,302,Functional,Absent,7.5
Kanpur,Urban Arterial,Brake Failure,Minor Injury,2020,7,8,4,2,0,63.7,579,Functional,Absent,22.4
Patna,Hill Road,Fog/Low Visibility,Minor Injury,2020,8,23,4,4,0,53.5,979,Functional,Absent,24.4
Nagpur,Expressway,Over-speeding,Property Damage Only,2023,3,18,1,6,0,62.2,138,Functional,Present,10.1
Mumbai,City Ring Road,Animal on Road,Property Damage Only,2023,6,23,2,5,0,73.7,97,Non-Functional,Absent,16.7
Bhopal,Industrial Zone,Poor Road Condition,Grievous Injury,2023,3,12,1,0,0,80.1,323,Functional,Present,18.6
Lucknow,Industrial Zone,Over-speeding,Minor Injury,2024,12,0,2,5,0,19.9,175,Functional,Absent,7.8
Lucknow,National Highway,Brake Failure,Property Damage Only,2018,4,16,4,4,0,44.8,22,Non-Functional,Absent,5.4
Hyderabad,Expressway,Signal Jumping,Minor Injury,2022,3,23,3,5,0,75.1,695,Absent,Absent,17.3
Varanasi,Hill Road,Tyre Burst,Minor Injury,2021,3,13,2,3,0,77.7,69,Functional,Absent,26.7
Indore,Industrial Zone,Over-speeding,Grievous Injury,2018,5,5,4,3,0,24.0,363,Functional,Absent,11.7
